assembly_accession,assembly_name,organism_name,organism_taxonomic_id,assembly_release_date,assembly_release_year,checkm_completeness,checkm_completeness_percentile,checkm_contamination,checkm_version,checkm_marker_count,collection_date
GCA_964656575.1,ilAclFerr2.1,Acleris ferrugana,758707,2025-01-02,2025,,,,,,2025-01-26
GCA_949316455.1,ilAclHolm1.1,Acleris holmiana,572802,2023-04-08,2023,,,,,,2025-01-26
GCA_963966035.1,ilAclLate2.1,Acleris laterana,758709,2024-02-11,2024,,,,,,2025-01-26
GCA_946894065.1,ilAclLite1.1,Acleris literana,1100899,2022-09-22,2022,,,,,,2025-01-26
GCA_964340485.1,ilAclLogi1.hap1.1,Acleris logiana,758711,2024-11-17,2024,,,,,,2025-01-26
GCA_923062465.1,ilAclSpar1.1,Acleris sparsana,758717,2021-12-19,2021,,,,,,2025-01-26
GCA_964330255.1,ilAclUmbr1.hap1.1,Acleris umbrana,758718,2024-11-07,2024,,,,,,2025-01-26
GCA_029890205.1,ASM2989020v1,Acomys cahirinus,10068,2023-05-01,2023,,,,,,2025-01-26
GCA_907164435.1,mAcoDim1_REL_1905,Acomys dimidiatus,60744,2021-07-06,2021,,,,,,2025-01-26
GCA_907164505.1,mAcoKem2_REL_1905,Acomys kempi,83762,2021-07-06,2021,,,,,,2025-01-26
GCA_964271855.1,mAcoMin1,Acomys minous,83528,2024-10-03,2024,,,,,,2025-01-26
GCA_907169655.1,mAcoPer2_REL_1905,Acomys percivali,83527,2021-07-06,2021,,,,,,2025-01-26
GCF_903995435.1,mAcoRus1.1,Acomys russatus,60746,2020-08-21,2020,,,,,,2025-01-26
GCA_037013685.1,AcTris_vAus2.0,Acridotheres tristis,279927,2024-03-06,2024,,,,,,2025-01-26
GCA_041722995.2,BASDU_1.0,Acritoscincus duperreyi,316450,2024-11-06,2024,,,,,,2025-01-26
GCA_963555685.1,ilAcrCons1.1,Acrobasis consociella,1100900,2023-10-05,2023,,,,,,2025-01-26
GCA_963576875.1,ilAcrRepa1.1,Acrobasis repandana,1100902,2023-11-04,2023,,,,,,2025-01-26
GCA_943193695.1,ilAcrSuav1.1,Acrobasis suavella,1857951,2022-06-10,2022,,,,,,2025-01-26
GCA_964212105.1,nxAcrMaxi1.1,Acrobeloides maximus,96598,2024-08-03,2024,,,,,,2025-01-26
GCA_964656895.1,nxAcrNanu1.1,Acrobeloides nanus,290746,2025-01-02,2025,,,,,,2025-01-26
GCA_910950805.1,RW_assembly,Acrocephalus scirpaceus scirpaceus,126889,2021-08-16,2021,,,,,,2025-01-26
GCA_947359355.1,idAcrOrbc1.1,Acrocera orbiculus,210248,2022-12-03,2022,,,,,,2025-01-26
GCA_910591435.1,ilAcrAcer1.1,Acronicta aceris,987859,2021-07-06,2021,,,,,,2025-01-26
GCA_964056405.1,ilAcrAlni1.hap1.1,Acronicta alni,987860,2024-05-16,2024,,,,,,2025-01-26
GCA_947256265.1,ilAcrLepo1.1,Acronicta leporina,987862,2022-11-05,2022,,,,,,2025-01-26
GCA_946251955.1,ilAcrPsix1.1,Acronicta psi,987865,2022-09-12,2022,,,,,,2025-01-26
GCA_964273435.1,jaAcrAuse1.1,Acropora austera,117779,2024-10-04,2024,,,,,,2025-01-26
GCA_964034985.1,jaAcrCerv1.1,Acropora cervicornis,6130,2024-04-28,2024,,,,,,2025-01-26
GCA_964274385.1,jaAcrGlau1.hap1.1,Acropora glauca,1869258,2024-11-08,2024,,,,,,2025-01-26
GCA_964291705.1,jaAcrHyac4.1,Acropora hyacinthus,55974,2024-10-28,2024,,,,,,2025-01-26
GCF_013753865.1,Amil_v2.1,Acropora millepora,45264,2020-07-29,2020,,,,,,2025-01-26
GCF_036669905.1,ASM3666990v1,Acropora muricata,159855,2024-02-22,2024,,,,,,2025-01-26
GCA_964030605.1,jaAcrPala1.1,Acropora palmata,6131,2024-04-20,2024,,,,,,2025-01-26
GCA_964019555.1,jaAcrSpat14.1,Acropora spathulata,141011,2024-03-30,2024,,,,,,2025-01-26
GCA_964261235.1,jaAcrSpic1.1,Acropora spicifera,191023,2024-09-07,2024,,,,,,2025-01-26
GCA_036784905.1,ASM3678490v1,Acrossocheilus fasciatus,356809,2024-02-23,2024,,,,,,2025-01-26
GCA_029620275.1,ASM2962027v1,Acrossocheilus wenchowensis,1279364,2023-04-10,2023,,,,,,2025-01-26
GCA_964234755.1,icActSiae1.1,Actenicerus siaelandicus,869165,2024-08-31,2024,,,,,,2025-01-26
GCA_964340415.1,ilActPoly1.hap1.1,Actinotia polyodon,753264,2024-11-17,2024,,,,,,2025-01-26
GCA_030555515.1,ASM3055551v1,Acutogordius australiensis,3058964,2023-08-07,2023,,,,,,2025-01-26
GCF_005508785.2,pea_aphid_22Mar2018_4r6ur_v2,Acyrthosiphon pisum,7029,2019-05-20,2019,,,,,,2025-01-26
GCA_910592335.1,icAdaBipu1.1,Adalia bipunctata,7084,2021-07-07,2021,,,,,,2025-01-26
GCA_951802165.1,icAdaDece3.1,Adalia decempunctata,115343,2023-05-27,2023,,,,,,2025-01-26
GCA_044231825.1,ASM4423182v1,Addax nasomaculatus,59515,2024-11-04,2024,,,,,,2025-01-26
GCA_045999825.2,ihAdeTsug3_ihAdeTsug4_p1.1,Adelges tsugae,357502,2024-12-11,2024,,,,,,2025-01-26
GCA_030762985.1,ASM3076298v1,Adelphocoris suturalis,323751,2023-08-21,2023,,,,,,2025-01-26
GCA_021613535.1,ASM2161353v1,Adineta vaga,104782,2022-01-26,2022,,,,,,2025-01-26
GCA_964275185.1,ilAdsGery1.hap1.1,Adscita geryon,287208,2024-10-28,2024,,,,,,2025-01-26
GCF_002204515.2,AaegL5.0,Aedes aegypti,7159,2017-06-22,2017,,,,,,2025-01-26
GCA_025407655.1,CU_AaegROCK_1.0,Aedes aegypti aegypti,1424507,2022-09-27,2022,,,,,,2025-01-26
GCF_035046485.1,AalbF5,Aedes albopictus,7160,2024-01-04,2024,,,,,,2025-01-26
GCA_040801935.1,CSIRO_AGI_Anoto_v1,Aedes notoscriptus,508665,2024-07-22,2024,,,,,,2025-01-26
GCA_039906565.1,bAegAlb1.hap1,Aegotheles albertisi,48277,2024-05-31,2024,,,,,,2025-01-26
GCA_911387785.2,ihAelAcum1.2,Aelia acuminata,1511221,2022-02-09,2022,,,,,,2025-01-26
GCA_964276425.1,ilAetPunc1.hap1.1,Aethalura punctulata,722655,2024-10-28,2024,,,,,,2025-01-26
GCA_963971205.1,ilAetCnic1.1,Aethes cnicana,753148,2024-03-04,2024,,,,,,2025-01-26
GCA_964270645.1,ilAetTess1.hap1.1,Aethes tesserana,1660574,2024-09-29,2024,,,,,,2025-01-26
GCF_024364675.1,icAetTumi1.1,Aethina tumida,116153,2022-07-22,2022,,,,,,2025-01-26
GCA_964188265.1,ilAgaZoeg1.hap1.1,Agapeta zoegana,989733,2024-06-21,2024,,,,,,2025-01-26
GCA_951799405.1,iiAgaFusc2.1,Agapetus fuscipes,1271715,2023-05-27,2023,,,,,,2025-01-26
GCA_028453745.1,AVIR_v2.2.0,Agapostemon virescens,115084,2023-02-07,2023,,,,,,2025-01-26
GCF_020745825.1,Agelaius phoeniceus 1.1,Agelaius phoeniceus,39638,2023-03-15,2023,,,,,,2025-01-26
GCA_949130485.1,odAgeOroi1.1,Agelas oroides,72715,2023-04-07,2023,,,,,,2025-01-26
GCA_964245335.1,odAgeTubu1.1,Agelas tubulata,333315,2024-08-31,2024,,,,,,2025-01-26
GCA_950111635.2,icAgeAlni6.2,Agelastica alni,131577,2024-06-03,2024,,,,,,2025-01-26
GCA_963924505.1,ilAgoAlst2.1,Agonopterix alstromeriana,1869417,2024-01-29,2024,,,,,,2025-01-26
GCA_927399405.1,ilAgoAren1.1,Agonopterix arenella,1594222,2022-02-03,2022,,,,,,2025-01-26
GCA_963693445.1,ilAgoHera1.1,Agonopterix heracliana,1073575,2023-12-06,2023,,,,,,2025-01-26
GCA_922987775.1,ilAgoSubp1.1,Agonopterix subpropinquella,1857958,2021-12-19,2021,,,,,,2025-01-26
GCA_947534325.1,icAgoFuli1.1,Agonum fuliginosum,1553040,2022-12-07,2022,,,,,,2025-01-26
GCA_964273475.1,ilAgrOpti3.hap1.1,Agriades optilete,596771,2024-10-04,2024,,,,,,2025-01-26
GCA_964258695.1,ilAgrOrbi1.hap1.1,Agriades orbitulus,689475,2024-09-01,2024,,,,,,2025-01-26
GCA_963921985.1,icAgrBigu1.1,Agrilus biguttatus,324823,2024-02-09,2024,,,,,,2025-01-26
GCA_947389935.1,icAgrCyan1.1,Agrilus cyanescens,1586972,2022-12-04,2022,,,,,,2025-01-26
GCA_029378335.1,ASM2937833v1,Agrilus mali,1917227,2023-03-28,2023,,,,,,2025-01-26
GCA_914767915.1,ilAgrAura1.1,Agriopis aurantiaria,104476,2021-09-16,2021,,,,,,2025-01-26
GCA_949125355.1,ilAgrLeuc1.1,Agriopis leucophaearia,934821,2023-03-10,2023,,,,,,2025-01-26
GCA_932305915.1,ilAgrMarg1.1,Agriopis marginaria,190331,2022-03-11,2022,,,,,,2025-01-26
GCA_940337035.1,PGI_AGRIOTES_LIN_V1,Agriotes lineatus,292458,2022-06-24,2022,,,,,,2025-01-26
GCA_943789525.1,ilAgrGeni1.1,Agriphila geniculea,1660579,2022-06-24,2022,,,,,,2025-01-26
GCA_964059425.1,ilAgrInqu1.1,Agriphila inquinatella,1100907,2024-06-05,2024,,,,,,2025-01-26
GCA_950108535.1,ilAgrStra1.1,Agriphila straminella,572809,2023-05-01,2023,,,,,,2025-01-26
GCA_928269145.1,ilAgrTris1.1,Agriphila tristella,1594226,2022-02-01,2022,,,,,,2025-01-26
GCA_964340655.1,ilAgrConv1.hap1.1,Agrius convolvuli,55055,2024-11-18,2024,,,,,,2025-01-26
GCA_914767755.1,ilAgrCirc1.1,Agrochola circellaris,987866,2021-09-16,2021,,,,,,2025-01-26
GCA_949152395.1,ilAgrLitu1.1,Agrochola litura,987869,2023-03-11,2023,,,,,,2025-01-26
GCA_947364205.1,ilAgrLota1.1,Agrochola lota,987870,2022-12-04,2022,,,,,,2025-01-26
GCA_963680765.1,ilAgrLych1.1,Agrochola lychnidis,987871,2023-12-09,2023,,,,,,2025-01-26
GCA_916701695.1,ilAgrMaci1.1,Agrochola macilenta,987872,2021-11-13,2021,,,,,,2025-01-26
GCA_964374225.1,ilAgrNemo1.hap1.1,Agrotera nemoralis,1003001,2024-11-29,2024,,,,,,2025-01-26
GCA_954870645.1,ilAgrClav1.1,Agrotis clavis,997525,2023-07-14,2023,,,,,,2025-01-26
GCA_950005045.1,ilAgrExcl1.1,Agrotis exclamationis,215162,2023-05-01,2023,,,,,,2025-01-26
GCA_028554685.1,CAAS-Ai,Agrotis ipsilon,56364,2023-02-09,2023,,,,,,2025-01-26
GCA_943136025.2,ilAgrPuta1.2,Agrotis puta,1857961,2022-09-22,2022,,,,,,2025-01-26
GCA_929113105.1,icAgrMuri1.1,Agrypnus murinus,195168,2022-02-09,2022,,,,,,2025-01-26
GCF_028640845.1,ASM2864084v1,Ahaetulla prasina,499056,2023-02-22,2023,,,,,,2025-01-26
GCF_002007445.2,ASM200744v3,Ailuropoda melanoleuca,9646,2020-04-20,2020,,,,,,2025-01-26
GCA_964263335.1,odAioCras1.1,Aiolochroia crassa,261677,2024-09-15,2024,,,,,,2025-01-26
GCA_964271275.2,xgAlbTers5.1,Albinaria teres,69427,2024-12-05,2024,,,,,,2025-01-26
GCA_022829145.1,AGOR_1.0,Albula goreensis,1534307,2022-04-08,2022,,,,,,2025-01-26
GCA_964188515.1,fAlbAlb.hap1,Alburnus alburnus,54556,2024-06-23,2024,,,,,,2025-01-26
GCA_008658365.1,bAlcTor1 primary,Alca torda,28689,2019-10-10,2019,,,,,,2025-01-26
GCA_949125135.1,ilAlcRepa2.1,Alcis repandata,174269,2023-03-10,2023,,,,,,2025-01-26
GCA_026122505.1,AldGig_1.0,Aldabrachelys gigantea,167804,2022-11-15,2022,,,,,,2025-01-26
GCA_035666275.1,chu_hap1.0,Alectoris chukar,9078,2024-01-17,2024,,,,,,2025-01-26
GCA_030625065.1,ASM3062506v1,Alectoris magna,40179,2023-08-08,2023,,,,,,2025-01-26
GCA_964235035.1,ilAleLoef3.1,Aleimma loeflingiana,758720,2024-08-31,2024,,,,,,2025-01-26
GCA_963921955.1,iyAleAlte1.1,Aleiodes alternator,144253,2024-02-09,2024,,,,,,2025-01-26
GCA_963942555.1,iyAleLepo1.1,Aleiodes leptofemur,1844523,2024-02-09,2024,,,,,,2025-01-26
GCA_963565655.1,iyAleTest2.1,Aleiodes testaceus,422171,2023-10-24,2023,,,,,,2025-01-26
GCA_950022655.1,wpAleGela1.1,Alentia gelatinosa,271774,2023-06-27,2023,,,,,,2025-01-26
GCA_963978815.1,icAleCurt1.1,Aleochara curtula,135881,2024-03-10,2024,,,,,,2025-01-26
GCA_932294295.1,wpAliVire1.1,Alitta virens,880429,2022-03-11,2022,,,,,,2025-01-26
GCA_947179485.1,qeAllFusc8.1,Allacma fusca,39272,2022-10-28,2022,,,,,,2025-01-26
GCF_030867095.1,rAllMis1,Alligator mississippiensis,8496,2023-08-24,2023,,,,,,2025-01-26
GCA_024542945.1,ASM2454294v1,allo-octoploid hybrid of Carassius auratus x Cyprinus carpio,2876849,2022-08-09,2022,,,,,,2025-01-26
GCA_963556255.1,wcApoIcte1.1,Allolobophora icterica,332519,2023-10-10,2023,,,,,,2025-01-26
GCA_932294325.1,ilAllOxya1.1,Allophyes oxyacanthae,988056,2022-03-10,2022,,,,,,2025-01-26
GCA_946863875.1,iyAllPice1.1,Alloplasta piceator,2870495,2022-09-15,2022,,,,,,2025-01-26
GCA_963675035.1,ihAllMode1.1,Allygus modestus,2591979,2023-12-10,2023,,,,,,2025-01-26
GCF_017589495.1,AALO_Geno_1.1,Alosa alosa,278164,2021-03-30,2021,,,,,,2025-01-26
GCF_018492685.1,fAloSap1.pri,Alosa sapidissima,34773,2021-05-25,2021,,,,,,2025-01-26
GCA_946251855.1,ilAlsAesc1.1,Alsophila aescularia,104486,2022-09-12,2022,,,,,,2025-01-26
GCA_964028335.1,icAltLyth1.1,Altica lythri,346691,2024-04-20,2024,,,,,,2025-01-26
GCA_964059475.1,ilAluHexa2.1,Alucita hexadactyla,753150,2024-06-05,2024,,,,,,2025-01-26
GCA_963584105.1,xgAlvStru1.1,Alviniconcha strummeri,1472349,2023-11-06,2023,,,,,,2025-01-26
GCA_964341005.1,ihAlyCalc2.hap1.1,Alydus calcaratus,881521,2024-11-21,2024,,,,,,2025-01-26
GCA_951213105.1,qqAmaFero1.1,Amaurobius ferox,336583,2023-06-07,2023,,,,,,2025-01-26
GCA_017639355.1,Aaes_hic,Amazona aestiva,12930,2021-03-30,2021,,,,,,2025-01-26
GCA_039720435.1,bAmaOch1.hap1,Amazona ochrocephala,151761,2024-05-24,2024,,,,,,2025-01-26
GCA_963575735.1,iyAmbFusc1.1,Amblyjoppa fuscipennis,2867249,2023-10-29,2023,,,,,,2025-01-26
GCA_963922035.1,iyAmbProt1.1,Amblyjoppa proteus,1905387,2024-02-09,2024,,,,,,2025-01-26
GCA_046255725.1,fAmbSpe1.hap2,Amblyopsis spelaea,1195602,2024-12-23,2024,,,,,,2025-01-26
GCF_010909765.2,sAmbRad1.1.pri,Amblyraja radiata,386614,2020-02-21,2020,,,,,,2025-01-26
GCA_933228735.2,iyAmbArma2.2,Amblyteles armatorius,231887,2023-02-24,2023,,,,,,2025-01-26
GCF_040938575.1,UKY_AmexF1_1,Ambystoma mexicanum,8296,2024-07-30,2024,,,,,,2025-01-26
GCA_012411365.1,AMELA_1.0,Ameiurus melas,219545,2020-04-16,2020,,,,,,2025-01-26
GCA_964300355.1,xbAmeMedi1.hap1.1,Americardia media,241156,2024-10-28,2024,,,,,,2025-01-26
GCA_963989295.1,iyAmeEqui1.1,Ametastegia equiseti,655806,2024-03-14,2024,,,,,,2025-01-26
GCF_036373705.1,fAmiCal2.hap1,Amia calva,7924,2024-02-06,2024,,,,,,2025-01-26
GCA_026122265.1,UConn_ADub_2022,Ammodytes dubius,1266862,2022-11-15,2022,,,,,,2025-01-26
GCA_949987685.1,fAmmMar1.1,Ammodytes marinus,146480,2023-05-03,2023,,,,,,2025-01-26
GCF_027887145.1,bAmmCau1.pri,Ammospiza caudacuta,2857398,2023-01-18,2023,,,,,,2025-01-26
GCA_036010785.1,bAmmMar1.pri,Ammospiza maritima maritima,3111550,2024-01-24,2024,,,,,,2025-01-26
GCF_027579445.1,bAmmNel1.pri,Ammospiza nelsoni,2857394,2023-01-09,2023,,,,,,2025-01-26
GCA_949126905.1,ilAmoJugl1.1,Amorpha juglandis,522887,2023-03-10,2023,,,,,,2025-01-26
GCA_964234815.1,icAmpSanu1.hap1.1,Ampedus sanguinolentus,941989,2024-08-31,2024,,,,,,2025-01-26
GCA_964274985.1,qhAmpImpr1.1,Amphibalanus improvisus,1220549,2024-11-08,2024,,,,,,2025-01-26
GCA_949316495.1,wpAmpPaci1.1,Amphiduros pacificus,1209993,2023-03-10,2023,,,,,,2025-01-26
GCA_013435755.1,ASM1343575v1,Amphilophus citrinellus,61819,2020-07-23,2020,,,,,,2025-01-26
GCA_963170755.1,icAmpSols1.1,Amphimallon solstitiale,360071,2023-08-19,2023,,,,,,2025-01-26
GCA_947508005.1,ilAmpLuce6.1,Amphipoea lucens,987875,2022-12-07,2022,,,,,,2025-01-26
GCA_945859645.1,ilAmpOcul1.1,Amphipoea oculea,987876,2022-09-13,2022,,,,,,2025-01-26
GCA_027123335.1,OIST_Acla_v1,Amphiprion clarkii,80970,2022-12-21,2022,,,,,,2025-01-26
GCF_022539595.1,ASM2253959v1,Amphiprion ocellaris,80972,2022-03-10,2022,,,,,,2025-01-26
GCA_003047355.2,Nemo_v1.1,Amphiprion percula,161767,2018-11-28,2018,,,,,,2025-01-26
GCA_910594945.2,ilAmpBerb1.2,Amphipyra berbera,987877,2022-02-09,2022,,,,,,2025-01-26
GCA_905220435.1,ilAmpTrag2.1,Amphipyra tragopoginis,689058,2021-02-16,2021,,,,,,2025-01-26
GCA_964187785.1,txAmpSpea1.1,Amphiscolops sp. MND2022,2979135,2024-06-18,2024,,,,,,2025-01-26
GCA_039555335.1,Afil_fr2py,Amphiura filiformis,82378,2024-05-07,2024,,,,,,2025-01-26
GCF_032362555.1,ilAmyTran1.1,Amyelois transitella,680683,2023-10-04,2023,,,,,,2025-01-26
GCF_900324465.2,fAnaTes1.2,Anabas testudineus,64144,2018-12-19,2018,,,,,,2025-01-26
GCA_014839685.1,fAnaAna1.pri,Anableps anableps,195821,2020-10-02,2020,,,,,,2025-01-26
GCF_040414725.1,ASM4041472v1,Anabrus simplex,316456,2024-06-28,2024,,,,,,2025-01-26
GCA_021292105.1,ASM2129210v1,Anadara kagoshimensis,1390362,2021-12-28,2021,,,,,,2025-01-26
GCA_964187705.1,fAnaHis.hap1,Anaecypris hispanica,71183,2024-06-18,2024,,,,,,2025-01-26
GCA_965111815.1,ilAnaCoro1.hap1.1,Anania coronata,1107567,2025-01-23,2025,,,,,,2025-01-26
GCA_949315895.1,ilAnaCroc1.1,Anania crocealis,1100908,2023-03-10,2023,,,,,,2025-01-26
GCA_950371115.1,ilAnaFusc1.1,Anania fuscalis,1100909,2023-05-02,2023,,,,,,2025-01-26
GCA_963576865.1,ilAnaHort2.1,Anania hortulata,1594229,2023-11-04,2023,,,,,,2025-01-26
GCA_964194435.1,ilAnaPras2.1,Anaplectoides prasina,214030,2024-06-28,2024,,,,,,2025-01-26
GCA_947563765.1,ilAnaInnx2.1,Anarsia innoxiella,2566270,2022-12-13,2022,,,,,,2025-01-26
GCF_963932015.1,bAnaAcu1.1,Anas acuta,28680,2024-02-07,2024,,,,,,2025-01-26
GCF_015476345.1,ZJU1.0,Anas platyrhynchos,8839,2020-11-23,2020,,,,,,2025-01-26
GCA_002743455.1,CAU_duck1.0,Anas platyrhynchos platyrhynchos,8840,2017-11-03,2017,,,,,,2025-01-26
GCA_964243895.1,icAnaFron3.hap1.1,Anaspis frontalis,433021,2024-08-31,2024,,,,,,2025-01-26
GCA_949128115.1,icAnaMacu3.1,Anaspis maculata,295995,2023-04-08,2023,,,,,,2025-01-26
GCA_964204715.1,icAnaRegi1.1,Anaspis regimbarti,346699,2024-07-27,2024,,,,,,2025-01-26
GCF_028408465.1,idAnaLude1.1,Anastrepha ludens,28586,2023-02-06,2023,,,,,,2025-01-26
GCF_027943255.1,idAnaObli1_1.0,Anastrepha obliqua,95512,2023-01-24,2023,,,,,,2025-01-26
GCA_916049575.1,iyAncNigr1.1,Ancistrocerus nigricornis,76990,2021-09-18,2021,,,,,,2025-01-26
GCA_964214005.1,ilAncAcha1.1,Ancylis achatana,1869464,2024-08-22,2024,,,,,,2025-01-26
GCA_964374205.1,ilCleCons1.hap1.1,Ancylis unculana,1391524,2024-11-29,2024,,,,,,2025-01-26
GCA_960531205.1,iyAndBico1.1,Andrena bicolor,1190795,2023-07-26,2023,,,,,,2025-01-26
GCA_947577245.1,iyAndBuce1.1,Andrena bucephala,1542580,2022-12-18,2022,,,,,,2025-01-26
GCA_029448645.1,ASM2944864v1,Andrena camellia,1862692,2023-03-28,2023,,,,,,2025-01-26
GCA_963855975.1,iyAndChry1.1,Andrena chrysosceles,1411665,2023-12-15,2023,,,,,,2025-01-26
GCA_929108735.1,iyAndDors1.1,Andrena dorsata,1411666,2022-02-09,2022,,,,,,2025-01-26
GCA_963971345.1,iyAndFlav1.1,Andrena flavipes,473392,2024-03-07,2024,,,,,,2025-01-26
GCA_946251845.1,iyAndFulv1.1,Andrena fulva,1411667,2022-09-12,2022,,,,,,2025-01-26
GCA_910592295.1,iyAndHaem1.1,Andrena haemorrhoa,444401,2021-07-07,2021,,,,,,2025-01-26
GCA_944738655.2,iyAndHatt1.2,Andrena hattorfiana,1126402,2022-09-15,2022,,,,,,2025-01-26
GCA_964234935.1,iyAndHelv1.1,Andrena helvola,1190801,2024-08-31,2024,,,,,,2025-01-26
GCA_963932335.1,iyAndMarg1.1,Andrena marginata,1542598,2024-02-07,2024,,,,,,2025-01-26
GCA_929113495.1,iyAndMinu1.1,Andrena minutula,1190802,2022-02-09,2022,,,,,,2025-01-26
GCA_964214045.1,iyAndNiti1.1,Andrena nitida,1126404,2024-08-27,2024,,,,,,2025-01-26
GCA_963932275.1,iyAndPrae1.1,Andrena praecox,1190803,2024-02-07,2024,,,,,,2025-01-26
GCA_951215215.1,iyAndTrim1.1,Andrena trimmerana,1431430,2023-05-11,2023,,,,,,2025-01-26
GCA_964291865.1,ilAneLote1.hap1.1,Anerastia lotella,1666820,2024-10-28,2024,,,,,,2025-01-26
GCF_013347855.1,fAngAng1.pri,Anguilla anguilla,7936,2020-06-18,2020,,,,,,2025-01-26
GCA_039654925.2,AngPac_1,Anguilla bicolor pacifica,61126,2024-06-14,2024,,,,,,2025-01-26
GCA_025169545.1,ASM2516954v1,Anguilla japonica,7937,2022-09-14,2022,,,,,,2025-01-26
GCF_018555375.3,ASM1855537v3,Anguilla rostrata,7938,2024-03-04,2024,,,,,,2025-01-26
GCA_964639005.1,ilAngMala3.hap1.1,Angustalius malacellus,2231905,2025-01-02,2025,,,,,,2025-01-26
GCA_964640705.1,qmAniFron2.1,Anilocra frontalis,2925007,2025-01-02,2025,,,,,,2025-01-26
GCA_046127435.1,ASM4612743v1,Anisarchus medius,980385,2024-12-17,2024,,,,,,2025-01-26
GCA_964188095.1,icAniNove2.1,Anisosticta novemdecimpunctata,185876,2024-06-21,2024,,,,,,2025-01-26
GCA_949126835.1,xgAniVort1.1,Anisus vortex,271030,2023-04-08,2023,,,,,,2025-01-26
GCA_964264155.1,xgAniVori1.1,Anisus vorticulus,3071549,2024-09-15,2024,,,,,,2025-01-26
GCA_964016985.1,xbAnoAlba1.1,Anodontia alba,244458,2024-03-22,2024,,,,,,2025-01-26
GCF_035594765.1,rAnoCar3.1.pri,Anolis carolinensis,28377,2024-01-12,2024,,,,,,2025-01-26
GCF_037176765.1,rAnoSag1.mat,Anolis sagrei,38937,2024-03-15,2024,,,,,,2025-01-26
GCF_031753505.1,ASM3175350v1,Anomalospiza imberbis,187417,2023-09-22,2023,,,,,,2025-01-26
GCA_951828415.1,idAnoPurm1.1,Anomoia purmunda,103414,2023-07-14,2023,,,,,,2025-01-26
